unique_article_pairs_count
0.800;3399
0.825;3399
0.850;3399
0.875;3399
0.900;3399
0.925;3396
0.950;3368
0.975;3246
1.000;3032
1.025;2942
1.050;2898
1.075;2871
1.100;2861
1.125;2846
unique_article_pairs_only_count
0.800;3328
0.825;3328
0.850;3328
0.875;3328
0.900;3328
0.925;3326
0.950;3301
0.975;3193
1.000;2995
1.025;2917
1.050;2879
1.075;2855
1.100;2847
1.125;2833
unique_article_pairs_and_count
0.800;2812
0.825;2812
0.850;2812
0.875;2812
0.900;2812
0.925;2812
0.950;2812
0.975;2811
1.000;2811
1.025;2811
1.050;2811
1.075;2811
1.100;2811
1.125;2811
unique_article_pairs_or_count
0.800;2824
0.825;2824
0.850;2824
0.875;2824
0.900;2824
0.925;2824
0.950;2824
0.975;2823
1.000;2823
1.025;2823
1.050;2823
1.075;2823
1.100;2823
1.125;2823
